288
1,1,2
2,1,3
3,1,4
4,1,5
5,1,6
6,1,20
7,1,21
8,1,22
9,1,23
10,1,24
11,1,25
12,2,3
13,2,4
14,2,5
15,2,6
16,2,7
17,2,21
18,2,22
19,2,23
20,2,24
21,2,25
22,3,4
23,3,5
24,3,6
25,3,7
26,3,8
27,3,22
28,3,23
29,3,24
30,3,25
31,4,5
32,4,6
33,4,7
34,4,8
35,4,9
36,4,23
37,4,24
38,4,25
39,5,6
40,5,7
41,5,8
42,5,9
43,5,10
44,5,24
45,5,25
46,6,7
47,6,8
48,6,9
49,6,10
50,6,11
51,6,25
52,7,8
53,7,9
54,7,10
55,7,11
56,7,12
57,7,25
58,8,9
59,8,10
60,8,11
61,8,12
62,8,13
63,8,25
64,9,10
65,9,11
66,9,12
67,9,13
68,9,14
69,9,25
70,10,11
71,10,12
72,10,13
73,10,14
74,10,15
75,10,25
76,11,12
77,11,13
78,11,14
79,11,15
80,11,16
81,11,25
82,12,13
83,12,14
84,12,15
85,12,16
86,12,17
87,12,25
88,13,14
89,13,15
90,13,16
91,13,17
92,13,18
93,13,25
94,14,15
95,14,16
96,14,17
97,14,18
98,14,19
99,14,25
100,15,16
101,15,17
102,15,18
103,15,19
104,15,20
105,15,25
106,16,17
107,16,18
108,16,19
109,16,20
110,16,21
111,16,25
112,17,18
113,17,19
114,17,20
115,17,21
116,17,22
117,17,25
118,18,19
119,18,20
120,18,21
121,18,22
122,18,23
123,18,25
124,19,20
125,19,21
126,19,22
127,19,23
128,19,24
129,19,25
130,20,21
131,20,22
132,20,23
133,20,24
134,20,25
135,21,22
136,21,23
137,21,24
138,21,25
139,22,23
140,22,24
141,22,25
142,23,24
143,23,25
144,24,25
145,2,1
146,3,1
147,4,1
148,5,1
149,6,1
150,20,1
151,21,1
152,22,1
153,23,1
154,24,1
155,25,1
156,3,2
157,4,2
158,5,2
159,6,2
160,7,2
161,21,2
162,22,2
163,23,2
164,24,2
165,25,2
166,4,3
167,5,3
168,6,3
169,7,3
170,8,3
171,22,3
172,23,3
173,24,3
174,25,3
175,5,4
176,6,4
177,7,4
178,8,4
179,9,4
180,23,4
181,24,4
182,25,4
183,6,5
184,7,5
185,8,5
186,9,5
187,10,5
188,24,5
189,25,5
190,7,6
191,8,6
192,9,6
193,10,6
194,11,6
195,25,6
196,8,7
197,9,7
198,10,7
199,11,7
200,12,7
201,25,7
202,9,8
203,10,8
204,11,8
205,12,8
206,13,8
207,25,8
208,10,9
209,11,9
210,12,9
211,13,9
212,14,9
213,25,9
214,11,10
215,12,10
216,13,10
217,14,10
218,15,10
219,25,10
220,12,11
221,13,11
222,14,11
223,15,11
224,16,11
225,25,11
226,13,12
227,14,12
228,15,12
229,16,12
230,17,12
231,25,12
232,14,13
233,15,13
234,16,13
235,17,13
236,18,13
237,25,13
238,15,14
239,16,14
240,17,14
241,18,14
242,19,14
243,25,14
244,16,15
245,17,15
246,18,15
247,19,15
248,20,15
249,25,15
250,17,16
251,18,16
252,19,16
253,20,16
254,21,16
255,25,16
256,18,17
257,19,17
258,20,17
259,21,17
260,22,17
261,25,17
262,19,18
263,20,18
264,21,18
265,22,18
266,23,18
267,25,18
268,20,19
269,21,19
270,22,19
271,23,19
272,24,19
273,25,19
274,21,20
275,22,20
276,23,20
277,24,20
278,25,20
279,22,21
280,23,21
281,24,21
282,25,21
283,23,22
284,24,22
285,25,22
286,24,23
287,25,23
288,25,24
3
238,15,14
239,16,14
240,17,14
241,18,14
242,19,14
243,25,14
244,16,15
245,17,15
246,18,15
247,19,15
248,20,15
249,25,15
250,17,16
251,18,16
252,19,16
253,20,16
254,21,16
255,25,16
256,18,17
257,19,17
258,20,17
259,21,17
260,22,17
261,25,17
262,19,18
263,20,18
264,21,18
265,22,18
266,23,18
267,25,18
268,20,19
269,21,19
270,22,19
271,23,19
272,24,19
273,25,19
274,21,20
275,22,20
276,23,20
277,24,20
278,25,20
279,22,21
280,23,21
281,24,21
282,25,21
283,23,22
284,24,22
285,25,22
286,24,23
28
