1,2,1,6,1,24,8,1.000000
1,3,2,4,1,3,8,1.000000
1,2,2,6,1,1,8,1.000000
1,3,3,4,1,4,8,1.000000
1,3,4,4,1,5,8,1.000000
1,3,5,4,1,6,8,1.000000
1,1,5,8,1,4,8,1.000000
1,3,6,4,1,7,8,1.000000
1,1,6,8,1,5,8,1.000000
1,3,7,4,1,8,8,1.000000
1,1,7,8,1,6,8,1.000000
1,3,8,7,1,7,8,1.000000
1,1,8,8,1,7,8,1.000000
1,1,9,5,1,10,8,1.000000
1,3,9,7,1,8,8,1.000000
1,2,10,3,1,11,8,1.000000
1,1,10,5,1,11,8,1.000000
1,3,10,7,1,9,8,1.000000
1,1,11,5,1,12,8,1.000000
1,3,11,7,1,10,8,1.000000
1,1,12,5,1,13,8,1.000000
1,3,12,7,1,11,8,1.000000
1,1,13,5,1,14,8,1.000000
1,3,13,7,1,12,8,1.000000
1,3,14,7,1,13,8,1.000000
1,3,15,7,1,14,8,1.000000
1,1,16,1,1,17,8,1.000000
1,1,16,12,1,15,8,1.000000
1,1,17,1,1,18,8,1.000000
1,1,17,12,1,16,8,1.000000
1,1,18,1,1,19,8,1.000000
1,3,18,11,1,17,8,1.000000
1,1,18,12,1,17,8,1.000000
1,1,19,1,1,20,8,1.000000
1,3,19,11,1,18,8,1.000000
1,1,19,12,1,18,8,1.000000
1,3,20,11,1,19,8,1.000000
1,1,20,12,1,19,8,1.000000
1,2,21,9,1,20,8,1.000000
1,1,21,12,1,20,8,1.000000
1,2,22,9,1,21,8,1.000000
1,1,22,12,1,21,8,1.000000
1,2,23,6,1,22,8,1.000000
1,1,23,12,1,22,8,1.000000
1,2,24,6,1,23,8,1.000000
