144
1,1,2,26.0561,0.001,8
2,1,3,5.84683,0.381333,3
3,1,4,5.1926,0.0001,1
8,1,22,5.1926,0.0001,1
9,1,23,5.84683,0.381333,3
10,1,24,26.0561,0.001,8
12,2,3,26.0561,0.001,8
13,2,4,5.59526,0.407951,3
14,2,5,5.1926,0.0001,1
19,2,23,5.1926,0.0001,1
20,2,24,6.23745,0.34,3
22,3,4,26.0561,0.001,8
23,3,5,5.85684,0.380273,3
24,3,6,5.1926,0.0001,1
29,3,24,5.1926,0.0001,1
31,4,5,26.0561,0.001,8
32,4,6,5.59526,0.407951,3
33,4,7,5.1926,0.0001,1
39,5,6,26.0561,0.001,8
40,5,7,5.84683,0.381333,3
41,5,8,5.1926,0.0001,1
46,6,7,26.0561,0.001,8
47,6,8,6.23745,0.34,3
48,6,9,5.1926,0.0001,1
52,7,8,26.0561,0.001,8
53,7,9,5.84683,0.381333,3
54,7,10,5.1926,0.0001,1
58,8,9,26.0561,0.001,8
59,8,10,5.59526,0.407951,3
60,8,11,5.1926,0.0001,1
64,9,10,26.0561,0.001,8
65,9,11,5.85684,0.380273,3
66,9,12,5.1926,0.0001,1
70,10,11,26.0561,0.001,8
71,10,12,5.59526,0.407951,3
72,10,13,5.1926,0.0001,1
76,11,12,26.0561,0.001,8
77,11,13,5.84683,0.381333,3
78,11,14,5.1926,0.0001,1
82,12,13,26.0561,0.001,8
83,12,14,6.23745,0.34,3
84,12,15,5.1926,0.0001,1
88,13,14,26.0561,0.001,8
89,13,15,5.84683,0.381333,3
90,13,16,5.1926,0.0001,1
94,14,15,26.0561,0.001,8
95,14,16,5.59526,0.407951,3
96,14,17,5.1926,0.0001,1
100,15,16,26.0561,0.001,8
101,15,17,5.85684,0.380273,3
102,15,18,5.1926,0.0001,1
106,16,17,26.0561,0.001,8
107,16,18,5.59526,0.407951,3
108,16,19,5.1926,0.0001,1
112,17,18,26.0561,0.001,8
113,17,19,5.84683,0.381333,3
114,17,20,5.1926,0.0001,1
118,18,19,26.0561,0.001,8
119,18,20,6.23745,0.34,3
120,18,21,5.1926,0.0001,1
124,19,20,26.0561,0.001,8
125,19,21,5.84683,0.381333,3
126,19,22,5.1926,0.0001,1
130,20,21,26.0561,0.001,8
131,20,22,5.59526,0.407951,3
132,20,23,5.1926,0.0001,1
135,21,22,26.0561,0.001,8
136,21,23,5.85684,0.380273,3
137,21,24,5.1926,0.0001,1
139,22,23,26.0561,0.001,8
140,22,24,5.59526,0.407951,3
142,23,24,26.0561,0.001,8
145,2,1,26.0561,0.001,8
146,3,1,5.84683,0.381333,3
147,4,1,5.1926,0.0001,1
152,22,1,5.1926,0.0001,1
153,23,1,5.84683,0.381333,3
154,24,1,26.0561,0.001,8
156,3,2,26.0561,0.001,8
157,4,2,5.59526,0.407951,3
158,5,2,5.1926,0.0001,1
163,23,2,5.1926,0.0001,1
164,24,2,6.23745,0.34,3
166,4,3,26.0561,0.001,8
167,5,3,5.85684,0.380273,3
168,6,3,5.1926,0.0001,1
173,24,3,5.1926,0.0001,1
175,5,4,26.0561,0.001,8
176,6,4,5.59526,0.407951,3
177,7,4,5.1926,0.0001,1
183,6,5,26.0561,0.001,8
184,7,5,5.84683,0.381333,3
185,8,5,5.1926,0.0001,1
190,7,6,26.0561,0.001,8
191,8,6,6.23745,0.34,3
192,9,6,5.1926,0.0001,1
196,8,7,26.0561,0.001,8
197,9,7,5.84683,0.381333,3
198,10,7,5.1926,0.0001,1
202,9,8,26.0561,0.001,8
203,10,8,5.59526,0.407951,3
204,11,8,5.1926,0.0001,1
208,10,9,26.0561,0.001,8
209,11,9,5.85684,0.380273,3
210,12,9,5.1926,0.0001,1
214,11,10,26.0561,0.001,8
215,12,10,5.59526,0.407951,3
216,13,10,5.1926,0.0001,1
220,12,11,26.0561,0.001,8
221,13,11,5.84683,0.381333,3
222,14,11,5.1926,0.0001,1
226,13,12,26.0561,0.001,8
227,14,12,6.23745,0.34,3
228,15,12,5.1926,0.0001,1
232,14,13,26.0561,0.001,8
233,15,13,5.84683,0.381333,3
234,16,13,5.1926,0.0001,1
238,15,14,26.0561,0.001,8
239,16,14,5.59526,0.407951,3
240,17,14,5.1926,0.0001,1
244,16,15,26.0561,0.001,8
245,17,15,5.85684,0.380273,3
246,18,15,5.1926,0.0001,1
250,17,16,26.0561,0.001,8
251,18,16,5.59526,0.407951,3
252,19,16,5.1926,0.0001,1
256,18,17,26.0561,0.001,8
257,19,17,5.84683,0.381333,3
258,20,17,5.1926,0.0001,1
262,19,18,26.0561,0.001,8
263,20,18,6.23745,0.34,3
264,21,18,5.1926,0.0001,1
268,20,19,26.0561,0.001,8
269,21,19,5.84683,0.381333,3
270,22,19,5.1926,0.0001,1
274,21,20,26.0561,0.001,8
275,22,20,5.59526,0.407951,3
276,23,20,5.1926,0.0001,1
279,22,21,26.0561,0.001,8
280,23,21,5.85684,0.380273,3
281,24,21,5.1926,0.0001,1
283,23,22,26.0561,0.001,8
284,24,22,5.59526,0.407951,3
286,24,23,26.0561,0.001,8
1,3
252,19,16,5.1926,0.0001,1
256,18,17,26.0561,0.001,8
257,19,17,5.84683,0.381333,3
258,20,17,5.1926,0.0001,1
262,19,18,26.0561,0.001,8
263,20,18,6.23745,0.34,3
264,21,18,5.1926,0.0001,1
268,20,19,26.0561,0.001,8
269,21,19,5.84683,0.381333,3
270,22,19,5.1926,0.0001,1
274,21,20,26.0561,0.001,8
275,22,20,5.59526,0.407951,3
276,23,20,5.1926,0.0001,1
279,22,21,26.0561,0.001,8
280,23,21,5.85684,0.3
