2211
1,1,4,1,1,qam,0.5
2,1,8,1,1,qam,0.5
3,1,10,1,1,qam,0.5
4,1,13,1,1,qam,0.5
5,1,14,1,1,qam,0.5
6,1,16,1,1,qam,0.5
7,1,17,1,1,qam,0.5
8,1,18,1,1,qam,0.5
9,1,19,1,1,qam,0.5
10,1,24,1,1,qam,0.5
11,1,27,1,1,qam,0.5
12,1,28,1,1,qam,0.5
13,1,29,1,1,qam,0.5
14,1,30,1,1,qam,0.5
15,1,33,1,1,qam,0.5
16,1,37,1,1,qam,0.5
17,1,38,1,1,qam,0.5
18,1,40,1,1,qam,0.5
19,1,41,1,1,qam,0.5
20,1,44,1,1,qam,0.5
21,1,49,1,1,qam,0.5
22,2,3,1,1,qam,0.5
23,2,5,1,1,qam,0.5
24,2,6,1,1,qam,0.5
25,2,7,1,1,qam,0.5
26,2,9,1,1,qam,0.5
27,2,11,1,1,qam,0.5
28,2,12,1,1,qam,0.5
29,2,15,1,1,qam,0.5
30,2,19,1,1,qam,0.5
31,2,20,1,1,qam,0.5
32,2,21,1,1,qam,0.5
33,2,22,1,1,qam,0.5
34,2,23,1,1,qam,0.5
35,2,25,1,1,qam,0.5
36,2,26,1,1,qam,0.5
37,2,27,1,1,qam,0.5
38,2,28,1,1,qam,0.5
39,2,31,1,1,qam,0.5
40,2,32,1,1,qam,0.5
41,2,34,1,1,qam,0.5
42,2,35,1,1,qam,0.5
43,2,36,1,1,qam,0.5
44,2,39,1,1,qam,0.5
45,2,42,1,1,qam,0.5
46,2,45,1,1,qam,0.5
47,2,46,1,1,qam,0.5
48,2,47,1,1,qam,0.5
49,2,48,1,1,qam,0.5
50,2,51,1,1,qam,0.5
51,2,52,1,1,qam,0.5
52,2,53,1,1,qam,0.5
53,3,5,1,1,qam,0.5
54,3,6,1,1,qam,0.5
55,3,7,1,1,qam,0.5
56,3,9,1,1,qam,0.5
57,3,11,1,1,qam,0.5
58,3,12,1,1,qam,0.5
59,3,14,1,1,qam,0.5
60,3,15,1,1,qam,0.5
61,3,19,1,1,qam,0.5
62,3,20,1,1,qam,0.5
63,3,21,1,1,qam,0.5
64,3,22,1,1,qam,0.5
65,3,23,1,1,qam,0.5
66,3,25,1,1,qam,0.5
67,3,26,1,1,qam,0.5
68,3,27,1,1,qam,0.5
69,3,28,1,1,qam,0.5
70,3,29,1,1,qam,0.5
71,3,30,1,1,qam,0.5
72,3,31,1,1,qam,0.5
73,3,32,1,1,qam,0.5
74,3,34,1,1,qam,0.5
75,3,35,1,1,qam,0.5
76,3,36,1,1,qam,0.5
77,3,39,1,1,qam,0.5
78,3,42,1,1,qam,0.5
79,3,43,1,1,qam,0.5
80,3,45,1,1,qam,0.5
81,3,46,1,1,qam,0.5
82,3,47,1,1,qam,0.5
83,3,48,1,1,qam,0.5
84,3,50,1,1,qam,0.5
85,3,51,1,1,qam,0.5
86,3,52,1,1,qam,0.5
87,3,53,1,1,qam,0.5
88,4,8,1,1,qam,0.5
89,4,10,1,1,qam,0.5
90,4,13,1,1,qam,0.5
91,4,14,1,1,qam,0.5
92,4,16,1,1,qam,0.5
93,4,17,1,1,qam,0.5
94,4,18,1,1,qam,0.5
95,4,19,1,1,qam,0.5
96,4,24,1,1,qam,0.5
97,4,27,1,1,qam,0.5
