100
1,127.72,78.6462,-0.14995,-0.159288
2,881.68,737.999,-0.1583,-0.147581
3,380.352,23.6213,-0.0883389,-0.0480056
4,705.13,656.88,-0.164,-0.113547
5,189.367,829.402,0.154418,-0.072457
6,113.987,242.012,-0.0262154,-0.0889981
7,537.553,739.036,0.0569536,0.0204169
8,42.5123,194.555,0.00905179,0.0781213
9,678.793,807.184,0.174023,-0.0944426
10,885.586,458.846,-0.146178,-0.0842616
11,673.269,294.687,0.062862,0.10018
12,846.217,179.601,0.0298166,0.172912
13,547.624,188.177,0.0599445,-0.166002
14,908.353,783.929,-0.0301584,-0.084872
15,80.0195,844.386,0.107419,0.169652
16,434.523,188.147,0.169518,0.0696982
17,210.456,759.911,0.0296945,-0.0271187
18,388.409,130.161,0.18872,-0.179052
19,75.7469,465.59,0.0600665,-0.0670125
20,182.531,626.27,0.103244,-0.144334
21,669.79,546.19,0.0171697,-0.166979
22,150.975,553.209,-0.193738,0.0582842
23,128.666,784.753,-0.0683432,-0.129844
24,646.931,355.235,0.160021,0.05627
25,640.95,432.203,0.122678,0.0259957
26,765.435,876.217,-0.00276498,-0.18457
27,982.574,601.978,-0.0755455,-0.113132
28,691,316.385,0.172777,-0.114768
29,677.206,789.453,-0.137095,0.11417
30,670.278,314.829,-0.134788,0.0940641
31,781.426,516.373,0.0821375,-0.035371
32,609.699,156.072,-0.0716636,-0.105417
33,294.717,100.681,-0.179003,0.0606891
34,298.135,102.42,0.092758,-0.0409497
35,194.739,550.768,-0.0602496,0.0107364
36,254.585,850.826,0.0174383,-0.175402
37,97.4761,585.131,0.0964812,0.0794885
38,200.812,114.902,0.191296,-0.0114078
39,542.375,776.879,0.173791,0.108261
40,158.971,332.102,-0.115293,0.0538774
41,902.463,823.237,-0.0447462,0.0852748
42,174.261,495.682,0.15117,0.124155
43,919.584,940.153,-0.147887,-0.0339793
44,662.679,111.606,-0.121287,-0.150755
45,864.467,381.787,-0.12031,-0.0564653
46,383.526,280.831,0.0916349,-0.0795251
47,321.94,84.9635,0.0840419,-0.0313181
48,37.2021,906.064,0.101914,0.0158879
49,601.184,438.917,0.0185125,0.120554
50,487.808,23.9265,-0.0891568,-0.00438856
51,770.562,179.54,0.0702597,-0.173351
52,610.767,262.123,0.0606281,-0.0528153
53,318.186,409.101,-0.163146,-0.0666463
54,765.496,421.216,0.135875,-0.119163
55,436.811,740.806,-0.0471389,0.0261177
56,893.094,181.799,-0.0848354,-0.125156
57,934.05,568.133,0.166308,0.199817
58,238.99,936.491,-0.0273263,-0.129221
59,767.51,459.609,0.0653645,0.079049
60,700.674,746.971,0.129673,-0.0811365
61,205.054,678.121,0.0548051,-0.111496
62,800.073,426.008,0.156139,0.0732994
63,609.851,825.617,0.182678,-0.0267891
64,281.533,744.621,-0.0777551,-0.0624958
65,850.551,612.506,0.0167302,-0.0311472
66,334.361,763.817,-0.199988,-0.140464
67,336.406,752.281,-0.0288888,0.0221381
68,440.443,291.879,0.114853,0.177306
69,677.633,981.048,0.0828455,0.0610309
70,846.889,466.323,0.0470412,0.11395
71,970.214,201.941,-0.161583,-0.0848598
72,663.747,460.921,-0.0166082,-0.0769127
73,706.381,754.845,-0.149669,-0.114011
74,586.627,317.698,0.118784,-0.115769
75,309.58,810.755,0.183728,0.167345
76,244.423,904.019,0.107675,0.147984
77,294.717,891.354,0.132798,-0.084518
78,171.819,994.568,0.165734,-0.168603
79,53.2853,513.627,-0.152452,-0.0304025
80,407.117,478.469,0.0213813,0.163353
81,263.497,959.288,-0.189795,0.0220283
82,714.805,691.183,0.117319,0.0797449
83,925.504,169.378,0.161864,-0.161412
84,433.149,871.67,-0.137877,-0.131126
85,21.424,763.787,-0.12103,0.128928
86,947.02,744.377,0.131834,0.066805
87,800.775,185.675,0.2,-0.13325
88,785.394,226.142,0.0214423,0.00252083
89,690.176,971.221,-0.0981048,0.0602496
90,344.096,258.492,-0.15349,-0.00658589
91,828.974,143.895,0.0267281,-0.0276925
92,233.406,764.458,-0.00526749,-0.00950346
93,229.133,734.336,0.0581866,0.190893
94,250.801,730.613,0.0274728,-0.126279
95,560.503,424.421,-0.0517899,0.149278
96,978.454,414.197,0.0313425,0.197339
97,560.808,317.179,-0.00652486,0.096469
98,6.01215,675.192,-0.180248,0.185144
99,71.0166,831.263,0.162023,-0.082577
100,778.314,433.149,-0.0155095,0.175829
