1,2,127.72,78.6462,881.68,737.999,1001.6,-28.8419,0.999,8
1,3,127.72,78.6462,380.352,23.6213,258.555,-8.25693,0.999,8
1,4,127.72,78.6462,705.13,656.88,817.164,-25.7484,0.999,8
1,5,127.72,78.6462,189.367,829.402,753.282,-24.5111,0.999,8
1,6,127.72,78.6462,113.987,242.012,163.942,-1.3317,0.999,8
1,7,127.72,78.6462,537.553,739.036,777.225,-24.9867,0.999,8
1,8,127.72,78.6462,42.5123,194.555,143.859,0.654677,0.999,8
1,9,127.72,78.6462,678.793,807.184,913.482,-27.4421,0.999,8
1,10,127.72,78.6462,885.586,458.846,847.887,-26.3094,0.999,8
1,11,127.72,78.6462,673.269,294.687,586.768,-20.7139,0.999,8
1,12,127.72,78.6462,846.217,179.601,725.555,-23.941,0.999,8
1,13,127.72,78.6462,547.624,188.177,433.955,-16.1281,0.999,8
1,14,127.72,78.6462,908.353,783.929,1052.05,-29.5889,0.999,8
1,15,127.72,78.6462,80.0195,844.386,767.224,-24.7898,0.999,8
1,16,127.72,78.6462,434.523,188.147,325.758,-11.7689,0.999,8
1,17,127.72,78.6462,210.456,759.911,686.27,-23.0949,0.999,8
1,18,127.72,78.6462,388.409,130.161,265.73,-8.673,0.999,8
1,19,127.72,78.6462,75.7469,465.59,390.419,-14.5211,0.999,8
1,20,127.72,78.6462,182.531,626.27,550.36,-19.7402,0.999,8
1,21,127.72,78.6462,669.79,546.19,715.847,-23.7363,0.999,8
1,22,127.72,78.6462,150.975,553.209,475.132,-17.5061,0.999,8
1,23,127.72,78.6462,128.666,784.753,706.107,-23.528,0.999,8
1,24,127.72,78.6462,646.931,355.235,588.287,-20.7532,0.999,8
1,25,127.72,78.6462,640.95,432.203,623.223,-21.6301,0.999,8
1,26,127.72,78.6462,765.435,876.217,1021.18,-29.1361,0.999,8
1,27,127.72,78.6462,982.574,601.978,1002.32,-28.8528,0.999,8
1,28,127.72,78.6462,691,316.385,611.395,-21.3388,0.999,8
1,29,127.72,78.6462,677.206,789.453,898.432,-27.1896,0.999,8
1,30,127.72,78.6462,670.278,314.829,591.736,-20.842,0.999,8
1,31,127.72,78.6462,781.426,516.373,786.726,-25.1714,0.999,8
1,32,127.72,78.6462,609.699,156.072,488.158,-17.9172,0.999,8
1,33,127.72,78.6462,294.717,100.681,168.445,-1.74357,0.999,8
1,34,127.72,78.6462,298.135,102.42,172.066,-2.06686,0.999,8
1,35,127.72,78.6462,194.739,550.768,476.854,-17.5611,0.999,8
1,36,127.72,78.6462,254.585,850.826,782.532,-25.0901,0.999,8
1,37,127.72,78.6462,97.4761,585.131,507.387,-18.5044,0.999,8
1,38,127.72,78.6462,200.812,114.902,81.5899,9.27516,0.457693,1
1,39,127.72,78.6462,542.375,776.879,812.076,-25.6535,0.999,8
1,40,127.72,78.6462,158.971,332.102,255.376,-8.06884,0.999,8
1,41,127.72,78.6462,902.463,823.237,1074.54,-29.9104,0.999,8
1,42,127.72,78.6462,174.261,495.682,419.624,-15.6177,0.999,8
