66
3,4,82,5.18988,0.000623014,1
7,7,39,5.18954,0.000689464,1
8,9,29,25.7528,0.0126305,8
12,10,70,5.18937,0.000721323,1
14,11,28,5.1911,0.000388,1
15,11,30,5.1926,0.0001,1
21,12,91,5.18934,0.000727227,1
23,14,41,5.18933,0.000729556,1
27,15,99,25.7693,0.0119998,8
30,17,92,5.19202,0.000211701,1
31,17,93,5.19048,0.000507543,1
45,25,72,5.18974,0.000650737,1
47,28,30,5.1926,0.0001,1
53,33,34,25.9781,0.00399274,8
54,33,47,5.19052,0.000500275,1
55,34,47,5.19084,0.000438865,1
64,51,87,5.19062,0.000481312,1
69,54,59,5.1895,0.000697021,1
70,54,62,5.18999,0.000602706,1
71,54,100,25.7552,0.0125382,8
72,56,83,5.19002,0.000597131,1
74,58,76,5.19029,0.000545501,1
76,58,81,5.1902,0.000561621,1
78,59,100,5.191,0.000407274,1
79,60,73,25.8415,0.0092281,8
84,62,100,5.19213,0.000190827,1
90,64,94,5.19016,0.000570442,1
91,66,67,25.8142,0.0102763,8
94,69,89,25.7691,0.0120068,8
98,74,97,5.19152,0.000308177,1
104,92,93,5.19069,0.000468343,1
105,92,94,5.18955,0.000687024,1
106,93,94,5.19234,0.000150945,1
109,82,4,5.18988,0.000623014,1
113,39,7,5.18954,0.000689464,1
114,29,9,25.7528,0.0126305,8
118,70,10,5.18937,0.000721323,1
120,28,11,5.1911,0.000388,1
121,30,11,5.1926,0.0001,1
127,91,12,5.18934,0.000727227,1
129,41,14,5.18933,0.000729556,1
133,99,15,25.7693,0.0119998,8
136,92,17,5.19202,0.000211701,1
137,93,17,5.19048,0.000507543,1
151,72,25,5.18974,0.000650737,1
153,30,28,5.1926,0.0001,1
159,34,33,25.9781,0.00399274,8
160,47,33,5.19052,0.000500275,1
161,47,34,5.19084,0.000438865,1
170,87,51,5.19062,0.000481312,1
175,59,54,5.1895,0.000697021,1
176,62,54,5.18999,0.000602706,1
177,100,54,25.7552,0.0125382,8
178,83,56,5.19002,0.000597131,1
180,76,58,5.19029,0.000545501,1
182,81,58,5.1902,0.000561621,1
184,100,59,5.191,0.000407274,1
185,73,60,25.8415,0.0092281,8
190,100,62,5.19213,0.000190827,1
196,94,64,5.19016,0.000570442,1
197,67,66,25.8142,0.0102763,8
200,89,69,25.7691,0.0120068,8
204,97,74,5.19152,0.000308177,1
210,93,92,5.19069,0.000468343,1
211,94,92,5.18955,0.000687024,1
212,94,93,5.19234,0.000150945,1
