1,2,52.0341,969.604,780.969,356.7,952.363,-28.0757,0.999,8
1,3,52.0341,969.604,125.492,248.695,724.641,-23.9219,0.999,8
1,4,52.0341,969.604,526.933,93.8444,996.234,-28.7602,0.999,8
1,5,52.0341,969.604,352.428,320.505,715.238,-23.7233,0.999,8
1,6,52.0341,969.604,124.119,274.667,698.666,-23.367,0.999,8
1,7,52.0341,969.604,578.478,667.501,606.968,-21.2284,0.999,8
1,8,52.0341,969.604,961.669,313.608,1121.5,-30.5606,0.999,8
1,9,52.0341,969.604,467.788,441.786,671.895,-22.7731,0.999,8
1,10,52.0341,969.604,225.745,359.172,634.667,-21.9067,0.999,8
1,11,52.0341,969.604,741.295,750.206,723.336,-23.8945,0.999,8
1,12,52.0341,969.604,200.323,391.552,596.769,-20.9708,0.999,8
1,13,52.0341,969.604,539.903,564.409,634.191,-21.8953,0.999,8
1,14,52.0341,969.604,692.923,945.219,641.352,-22.0659,0.999,8
1,15,52.0341,969.604,912.931,256.142,1118.11,-30.5145,0.999,8
1,16,52.0341,969.604,585.345,456.648,739.962,-24.2399,0.999,8
1,17,52.0341,969.604,431.227,757.286,434.587,-16.1502,0.999,8
1,18,52.0341,969.604,509.629,236.915,863.843,-26.5928,0.999,8
1,19,52.0341,969.604,925.565,345.012,1073.86,-29.9007,0.999,8
1,20,52.0341,969.604,648.671,69.4601,1079.92,-29.9863,0.999,8
1,21,52.0341,969.604,349.895,52.0951,964.646,-28.2704,0.999,8
1,22,52.0341,969.604,661.946,432.569,812.649,-25.6642,0.999,8
1,23,52.0341,969.604,769.616,701.926,765.882,-24.7632,0.999,8
1,24,52.0341,969.604,736.564,347.209,925.179,-27.6355,0.999,8
1,25,52.0341,969.604,474.807,568.59,582.708,-20.6083,0.999,8
1,26,52.0341,969.604,762.78,849.605,720.804,-23.8412,0.999,8
1,27,52.0341,969.604,218.604,662.313,349.533,-12.8396,0.999,8
1,28,52.0341,969.604,634.877,88.7783,1056.2,-29.6487,0.999,8
1,29,52.0341,969.604,580.493,639.302,623.192,-21.6293,0.999,8
1,30,52.0341,969.604,676.992,49.4705,1112.3,-30.4354,0.999,8
1,31,52.0341,969.604,454.421,337.077,749.67,-24.438,0.999,8
1,32,52.0341,969.604,193.823,899.655,158.104,-0.78057,0.999,8
1,33,52.0341,969.604,662.282,934.66,611.248,-21.3352,0.999,8
1,34,52.0341,969.604,146.489,963.012,94.6845,7.01267,0.999,8
1,35,52.0341,969.604,692.007,737.51,680.759,-22.9723,0.999,8
1,36,52.0341,969.604,953.185,316.935,1112.68,-30.4405,0.999,8
1,37,52.0341,969.604,561.052,587.939,636.213,-21.9437,0.999,8
1,38,52.0341,969.604,415.052,14.9541,1021.34,-29.1385,0.999,8
1,39,52.0341,969.604,804.559,900.204,755.719,-24.5602,0.999,8
1,40,52.0341,969.604,767.022,934.477,715.85,-23.7363,0.999,8
1,41,52.0341,969.604,588.58,320.444,842.193,-26.207,0.999,8
1,42,52.0341,969.604,853.45,249.336,1077.52,-29.9525,0.999,8
1,43,52.0341,969.604,948.485,12.2074,1311.58,-32.9403,0.999,8
1,44,52.0341,969.604,428.999,527.635,580.895,-20.561,0.999,8
1,45,52.0341,969.604,152.165,566.271,415.576,-15.4703,0.999,8
1,46,52.0341,969.604,584.368,454.237,740.933,-24.2598,0.999,8
1,47,52.0341,969.604,188.391,535.997,454.542,-16.8326,0.999,8
1,48,52.0341,969.604,297.159,178.472,828.236,-25.953,0.999,8
1,49,52.0341,969.604,379.955,597.4,496.052,-18.161,0.999,8
1,50,52.0341,969.604,107.486,286.905,684.947,-23.0656,0.999,8
1,51,52.0341,969.604,122.074,334.361,639.092,-22.0123,0.999,8
1,52,52.0341,969.604,919.034,400.769,1036.95,-29.3691,0.999,8
1,53,52.0341,969.604,745.689,648.732,764.275,-24.7313,0.999,8
1,54,52.0341,969.604,924.467,398.785,1042.58,-29.4514,0.999,8
1,55,52.0341,969.604,505.6,795.526,485.824,-17.8443,0.999,8
1,56,52.0341,969.604,656.545,264.779,928.553,-27.6908,0.999,8
1,57,52.0341,969.604,693.869,43.0311,1127.16,-30.637,0.999,8
1,58,52.0341,969.604,163.793,560.381,424.209,-15.7829,0.999,8
1,59,52.0341,969.604,878.109,958.098,826.155,-25.9147,0.999,8
1,60,52.0341,969.604,311.197,522.538,516.753,-18.7825,0.999,8
1,61,52.0341,969.604,264.687,316.019,687.309,-23.1179,0.999,8
1,62,52.0341,969.604,206.03,786.37,239.352,-7.08385,0.999,8
1,63,52.0341,969.604,187.048,636.067,359.827,-13.2808,0.999,8
1,64,52.0341,969.604,748.802,732.658,735.955,-24.1573,0.999,8
1,65,52.0341,969.604,719.047,341.258,916.365,-27.49,0.999,8
1,66,52.0341,969.604,308.695,460.585,570.065,-20.2749,0.999,8
1,67,52.0341,969.604,413.068,543.809,558.253,-19.9566,0.999,8
1,68,52.0341,969.604,524.705,385.388,751.482,-24.4747,0.999,8
1,69,52.0341,969.604,163.518,455.153,526.392,-19.0634,0.999,8
