220
1,1,79
2,2,24
3,2,65
4,3,6
5,3,50
6,3,82
7,4,72
8,5,81
9,6,50
10,6,51
11,6,82
12,7,29
13,7,85
14,7,93
15,8,15
16,8,19
17,8,36
18,8,89
19,9,76
20,10,12
21,10,61
22,10,71
23,11,23
24,11,35
25,11,64
26,12,69
27,12,70
28,12,71
29,13,25
30,13,37
31,14,33
32,14,40
33,14,92
34,15,36
35,15,42
36,15,74
37,15,89
38,16,46
39,16,90
40,19,36
41,19,52
42,19,54
43,19,88
44,19,89
45,20,28
46,20,30
47,20,57
48,21,38
49,22,90
50,23,53
51,23,64
52,24,65
53,24,87
54,25,44
55,25,67
56,26,39
57,27,63
58,28,30
59,28,57
60,29,37
61,29,93
62,30,57
63,31,76
64,31,77
65,33,96
66,35,64
67,35,91
68,36,89
69,39,40
70,39,92
71,39,99
72,40,92
73,42,74
74,42,89
75,44,67
76,45,47
77,45,58
78,45,73
79,46,90
80,47,58
81,47,73
82,48,94
83,49,67
84,50,51
85,50,82
86,52,54
87,52,88
88,54,88
89,56,87
90,58,73
91,59,99
92,60,66
93,61,81
94,61,83
95,61,94
96,62,84
97,63,73
98,65,87
99,66,70
100,68,76
101,69,70
102,69,71
103,70,71
104,74,89
105,78,95
106,81,83
107,81,94
108,83,94
109,85,91
110,96,98
111,79,1
112,24,2
113,65,2
114,6,3
115,50,3
116,82,3
117,72,4
118,81,5
119,50,6
120,51,6
121,82,6
122,29,7
123,85,7
124,93,7
125,15,8
126,19,8
127,36,8
128,89,8
129,76,9
130,12,10
131,61,10
132,71,10
133,23,11
134,35,11
135,64,11
136,69,12
137,70,12
138,71,12
139,25,13
140,37,13
141,33,14
142,40,14
143,92,14
144,36,15
145,42,15
146,74,15
147,89,15
148,46,16
149,90,16
150,36,19
151,52,19
152,54,19
153,88,19
154,89,19
155,28,20
156,30,20
157,57,20
158,38,21
159,90,22
160,53,23
161,64,23
162,65,24
163,87,24
164,44,25
165,67,25
166,39,26
167,63,27
168,30,28
169,57,28
170,37,29
171,93,29
172,57,30
173,76,31
174,77,31
175,96,33
176,64,35
177,91,35
178,89,36
179,40,39
180,92,39
181,99,39
182,92,40
183,74,42
184,89,42
185,67,44
186,47,45
187,58,45
188,73,45
189,90,46
190,58,47
191,73,47
192,94,48
193,67,49
194,51,50
195,82,50
196,54,52
197,88,52
198,88,54
199,87,56
200,73,58
201,99,59
202,66,60
203,81,61
204,83,61
205,94,61
206,84,62
207,73,63
208,87,65
209,70,66
210,76,68
211,70,69
212,71,69
213,71,70
214,89,74
215,95,78
216,83,81
217,94,81
218,94,83
219,91,85
220,98,96
