100
1,52.0341,969.604,0.0563433,0.179431
2,780.969,356.7,0.157103,0.0195257
3,125.492,248.695,-0.0577105,0.197913
4,526.933,93.8444,0.147655,0.0865444
5,352.428,320.505,-0.176611,0.0419141
6,124.119,274.667,0.0591876,0.0804651
7,578.478,667.501,-0.102841,-0.010773
8,961.669,313.608,-0.104099,0.0840785
9,467.788,441.786,-0.192383,0.0280709
10,225.745,359.172,-0.168859,0.122605
11,741.295,750.206,-0.0968352,0.0835902
12,200.323,391.552,0.0902921,0.115293
13,539.903,564.409,0.144346,0.094467
14,692.923,945.219,0.0834925,0.076925
15,912.931,256.142,-0.138365,-0.0605304
16,585.345,456.648,-0.0114322,0.169396
17,431.227,757.286,-0.0366161,0.0140446
18,509.629,236.915,-0.016242,-0.196728
19,925.565,345.012,-0.00654927,0.0568194
20,648.671,69.4601,-0.0694418,0.189428
21,349.895,52.0951,0.039143,-0.173815
22,661.946,432.569,-0.0934782,-0.0595416
23,769.616,701.926,-0.11102,0.0269356
24,736.564,347.209,-0.0119083,0.122398
25,474.807,568.59,-0.159484,-0.113327
26,762.78,849.605,0.0833949,-0.0438307
27,218.604,662.313,-0.0418409,0.182556
28,634.877,88.7783,-0.18496,-0.0308054
29,580.493,639.302,0.180956,0.117685
30,676.992,49.4705,0.0529984,0.196985
31,454.421,337.077,0.0804407,0.0477981
32,193.823,899.655,0.0973235,-0.165392
33,662.282,934.66,-0.131578,0.0577837
34,146.489,963.012,0.111008,-0.0616047
35,692.007,737.51,-0.145189,-0.011774
36,953.185,316.935,0.00283822,-0.0226508
37,561.052,587.939,-0.0445753,0.111985
38,415.052,14.9541,-0.0398877,-0.165172
39,804.559,900.204,0.0497879,0.0607624
40,767.022,934.477,-0.168444,0.0600299
41,588.58,320.444,-0.011005,0.00167852
42,853.45,249.336,0.160057,-0.0304025
43,948.485,12.2074,0.0534379,0.0637776
44,428.999,527.635,0.0654988,-0.000836207
45,152.165,566.271,-0.139317,0.0146672
46,584.368,454.237,-0.0224189,-0.0950896
47,188.391,535.997,0.123313,-0.0129826
48,297.159,178.472,0.018659,0.0151677
49,379.955,597.4,0.056624,-0.144835
50,107.486,286.905,0.0365062,-0.068099
51,122.074,334.361,0.0365429,0.0616657
52,919.034,400.769,0.0871181,-0.117637
53,745.689,648.732,-0.0925993,-0.106198
54,924.467,398.785,0.167626,-0.0794031
55,505.6,795.526,0.139756,0.0102603
56,656.545,264.779,-0.00104373,0.179015
57,693.869,43.0311,-0.161803,0.017597
58,163.793,560.381,0.058797,0.169945
59,878.109,958.098,-0.000848415,-0.103195
60,311.197,522.538,-0.135716,-0.0627766
61,264.687,316.019,0.0186956,0.0799646
62,206.03,786.37,-0.0950896,-0.142247
63,187.048,636.067,-0.149596,0.176684
64,748.802,732.658,0.0252754,-0.106943
65,719.047,341.258,-0.186877,-0.0492508
66,308.695,460.585,-0.142112,-0.109177
67,413.068,543.809,0.0487869,0.146666
68,524.705,385.388,0.106088,0.136485
69,163.518,455.153,0.0302316,-0.0338084
70,231.147,460.982,-0.123325,0.154796
71,194.952,421.125,0.11904,-0.00504776
72,508.683,27.6193,0.0629353,0.161351
73,175.451,582.08,-0.0267037,0.178967
74,859.859,284.646,-0.0227363,-0.0357982
75,454.787,158.147,-0.194543,0.0511673
76,509.995,387.982,0.034077,0.115415
77,427.808,359.294,0.0901456,0.00808741
78,833.064,172.857,0.082638,0.112558
79,22.7058,920.499,0.121897,0.0362987
80,902.31,501.572,0.189795,0.0503494
81,314.31,261.879,-0.176904,-0.110971
82,166.082,235.969,-0.127158,0.122214
83,262.246,274.026,0.00170293,-0.0872402
84,248.726,835.261,0.182373,-0.028254
85,574.358,727.927,-0.140941,0.123692
86,876.217,578.509,-0.165038,-0.105564
87,694.998,310.19,0.147777,-0.0656209
88,926.939,412.488,0.196167,-0.11091
89,918.119,283.273,-0.0205634,0.130308
90,607.593,424.146,-0.0868862,0.159459
91,625.752,770.623,0.0825404,-0.103623
92,753.899,938.383,-0.002472,-0.134239
93,651.296,666.768,0.110166,0.0935759
94,256.355,240.669,0.158409,0.126328
95,767.632,172.46,-0.00206915,-0.014594
96,611.164,924.711,-0.0151311,0.0690634
97,300.516,955.077,0.171715,-0.185437
98,595.691,865.047,0.179015,-0.0669393
99,866.878,933.287,-0.194543,0.0294748
100,69.6432,814.814,-0.161364,0.0201971
