1012
1,1,2,1,1,qam,0.5
2,1,8,1,1,qam,0.5
3,1,10,1,1,qam,0.5
4,1,16,1,1,qam,0.5
5,1,18,1,1,qam,0.5
6,1,19,1,1,qam,0.5
7,1,23,1,1,qam,0.5
8,2,8,1,1,qam,0.5
9,2,10,1,1,qam,0.5
10,2,12,1,1,qam,0.5
11,2,16,1,1,qam,0.5
12,2,18,1,1,qam,0.5
13,2,19,1,1,qam,0.5
14,2,23,1,1,qam,0.5
15,2,32,1,1,qam,0.5
16,3,4,1,1,qam,0.5
17,3,5,1,1,qam,0.5
18,3,6,1,1,qam,0.5
19,3,9,1,1,qam,0.5
20,3,13,1,1,qam,0.5
21,3,14,1,1,qam,0.5
22,3,15,1,1,qam,0.5
23,3,17,1,1,qam,0.5
24,3,21,1,1,qam,0.5
25,3,22,1,1,qam,0.5
26,3,25,1,1,qam,0.5
27,3,26,1,1,qam,0.5
28,3,27,1,1,qam,0.5
29,4,5,1,1,qam,0.5
30,4,6,1,1,qam,0.5
31,4,9,1,1,qam,0.5
32,4,13,1,1,qam,0.5
33,4,14,1,1,qam,0.5
34,4,15,1,1,qam,0.5
35,4,17,1,1,qam,0.5
36,4,18,1,1,qam,0.5
37,4,21,1,1,qam,0.5
38,4,22,1,1,qam,0.5
39,4,25,1,1,qam,0.5
40,4,26,1,1,qam,0.5
41,4,27,1,1,qam,0.5
42,4,33,1,1,qam,0.5
43,5,6,1,1,qam,0.5
44,5,9,1,1,qam,0.5
45,5,13,1,1,qam,0.5
46,5,14,1,1,qam,0.5
47,5,15,1,1,qam,0.5
48,5,17,1,1,qam,0.5
49,5,21,1,1,qam,0.5
50,5,25,1,1,qam,0.5
51,5,26,1,1,qam,0.5
52,6,9,1,1,qam,0.5
53,6,13,1,1,qam,0.5
54,6,14,1,1,qam,0.5
55,6,15,1,1,qam,0.5
56,6,17,1,1,qam,0.5
57,6,21,1,1,qam,0.5
58,6,25,1,1,qam,0.5
59,6,26,1,1,qam,0.5
60,7,8,1,1,qam,0.5
61,7,10,1,1,qam,0.5
62,7,11,1,1,qam,0.5
63,7,12,1,1,qam,0.5
64,7,20,1,1,qam,0.5
65,7,24,1,1,qam,0.5
66,7,30,1,1,qam,0.5
67,7,34,1,1,qam,0.5
68,8,10,1,1,qam,0.5
69,8,11,1,1,qam,0.5
70,8,12,1,1,qam,0.5
71,8,16,1,1,qam,0.5
72,8,19,1,1,qam,0.5
73,8,23,1,1,qam,0.5
74,8,32,1,1,qam,0.5
75,9,13,1,1,qam,0.5
76,9,14,1,1,qam,0.5
77,9,15,1,1,qam,0.5
78,9,17,1,1,qam,0.5
79,9,18,1,1,qam,0.5
80,9,21,1,1,qam,0.5
81,9,22,1,1,qam,0.5
82,9,25,1,1,qam,0.5
83,9,26,1,1,qam,0.5
84,9,27,1,1,qam,0.5
85,9,28,1,1,qam,0.5
86,9,29,1,1,qam,0.5
87,9,33,1,1,qam,0.5
88,9,35,1,1,qam,0.5
89,10,11,1,1,qam,0.5
90,10,12,1,1,qam,0.5
91,10,16,1,1,qam,0.5
92,10,19,1,1,qam,0.5
93,10,20,1,1,qam,0.5
94,10,23,1,1,qam,0.5
95,10,24,1,1,qam,0.5
96,10,30,1,1,qam,0.5
97,10,32,1,1,qam,0.5
98,10,34,1,1,qam,0.5
99,11,12,1,1,qam,0.5
100,11,20,1,1,qam,0.5
101,11,24,1,1,qam,0.5
102,11,30,1,1,qam,0.5
103,11,32,1,1,qam,0.5
104,11,34,1,1,qam,0.5
105,12,19,1,1,qam,0.5
106,12,20,1,1,qam,0.5
107,12,24,1,1,qam,0.5
108,12,30,1,1,qam,0.5
109,12,32,1,1,qam,0.5
110,12,34,1,1,qam,0.5
111,12,41,1,1,qam,0.5
112,12,43,1,1,qam,0.5
113,12,47,1,1,qam,0.5
