570
1,1,4,1,1,qam,0.5
2,1,5,1,1,qam,0.5
3,1,7,1,1,qam,0.5
4,1,8,1,1,qam,0.5
5,1,10,1,1,qam,0.5
6,1,12,1,1,qam,0.5
7,1,13,1,1,qam,0.5
8,1,14,1,1,qam,0.5
9,1,16,1,1,qam,0.5
10,1,17,1,1,qam,0.5
11,1,21,1,1,qam,0.5
12,1,25,1,1,qam,0.5
13,2,3,1,1,qam,0.5
14,2,6,1,1,qam,0.5
15,2,9,1,1,qam,0.5
16,2,10,1,1,qam,0.5
17,2,11,1,1,qam,0.5
18,2,12,1,1,qam,0.5
19,2,15,1,1,qam,0.5
20,2,17,1,1,qam,0.5
21,2,18,1,1,qam,0.5
22,2,19,1,1,qam,0.5
23,2,20,1,1,qam,0.5
24,2,22,1,1,qam,0.5
25,2,23,1,1,qam,0.5
26,2,24,1,1,qam,0.5
27,2,26,1,1,qam,0.5
28,3,6,1,1,qam,0.5
29,3,9,1,1,qam,0.5
30,3,10,1,1,qam,0.5
31,3,11,1,1,qam,0.5
32,3,12,1,1,qam,0.5
33,3,15,1,1,qam,0.5
34,3,17,1,1,qam,0.5
35,3,18,1,1,qam,0.5
36,3,19,1,1,qam,0.5
37,3,20,1,1,qam,0.5
38,3,22,1,1,qam,0.5
39,3,23,1,1,qam,0.5
40,3,24,1,1,qam,0.5
41,3,26,1,1,qam,0.5
42,3,27,1,1,qam,0.5
43,3,28,1,1,qam,0.5
44,3,29,1,1,qam,0.5
45,3,31,1,1,qam,0.5
46,4,5,1,1,qam,0.5
47,4,7,1,1,qam,0.5
48,4,8,1,1,qam,0.5
49,4,10,1,1,qam,0.5
50,4,12,1,1,qam,0.5
51,4,13,1,1,qam,0.5
52,4,14,1,1,qam,0.5
53,4,16,1,1,qam,0.5
54,4,17,1,1,qam,0.5
55,4,20,1,1,qam,0.5
56,4,21,1,1,qam,0.5
57,4,25,1,1,qam,0.5
58,4,30,1,1,qam,0.5
59,4,32,1,1,qam,0.5
60,4,33,1,1,qam,0.5
61,5,7,1,1,qam,0.5
62,5,8,1,1,qam,0.5
63,5,10,1,1,qam,0.5
64,5,12,1,1,qam,0.5
65,5,13,1,1,qam,0.5
66,5,14,1,1,qam,0.5
67,5,16,1,1,qam,0.5
68,5,17,1,1,qam,0.5
69,5,20,1,1,qam,0.5
70,5,21,1,1,qam,0.5
71,5,25,1,1,qam,0.5
72,5,30,1,1,qam,0.5
73,5,32,1,1,qam,0.5
74,5,33,1,1,qam,0.5
75,6,9,1,1,qam,0.5
76,6,10,1,1,qam,0.5
77,6,11,1,1,qam,0.5
78,6,12,1,1,qam,0.5
79,6,15,1,1,qam,0.5
80,6,17,1,1,qam,0.5
81,6,18,1,1,qam,0.5
82,6,19,1,1,qam,0.5
83,6,20,1,1,qam,0.5
84,6,22,1,1,qam,0.5
85,6,23,1,1,qam,0.5
86,6,24,1,1,qam,0.5
87,6,26,1,1,qam,0.5
88,6,27,1,1,qam,0.5
89,6,28,1,1,qam,0.5
90,6,29,1,1,qam,0.5
91,6,31,1,1,qam,0.5
92,7,8,1,1,qam,0.5
93,7,10,1,1,qam,0.5
94,7,12,1,1,qam,0.5
95,7,13,1,1,qam,0.5
96,7,14,1,1,qam,0.5
97,7,16,1,1,qam,0.5
98,7,17,1,1,qam,0.5
99,7,20,1,1,qam,0.5
100,7,21,1,1,qam,0.5
101,7,23,1,1,qam,0.5
102,7,25,1,1,qam,0.5
103,7,30,1,1,qam,0.5
104,7,32,1,1,qam,0.5
105,7,33,1,1,qam,0.5
106,8,10,1,1,qam,0.5
107,8,12,1,1,qam,0.5
108,8,13,1,1,qam,0.5
109,8,14,1,1,qam,0.5
110,8,15,1,1,qam,0.5
111,8,16,1,1,qam,0.5
112,8,17,1,1,qam,0.5
113,8,20,1,1,qam,0.5
114,8,21,1,1,qam,0.5
115,8,23,1,1,qam,0.5
116,8,25,1,1,qam,0.5
117,8,30,1,1,qam,0.5
118,8,32,1,1,qam,0.5
119,8,33,1,1,qam,0.5
120,9,11,1,1,qam,0.5
121,9,15,1,1,qam,0.5
122,9,18,1,1,qam,0.5
123,9,19,1,1,qam,0.5
124,9,22,1,1,qam,0.5
125,9,26,1,1,qam,0.5
126,9,27,1,1,qam,0.5
127,9,28,1,1,qam,0.5
128,10,12,1,1,qam,0.5
129,10,13,1,1,qam,0.5
130,10,14,1,1,qam,0.5
131,10,15,1,1,qam,0.5
132,10,16,1,1,qam,0.5
133,10,17,1,1,qam,0.5
134,10,19,1,1,qam,0.5
135,10,20,1,1,qam,0.5
136,10,21,1,1,qam,0.5
137,10,22,1,1,qam,0.5
138,10,23,1,1,qam,0.5
139,10,24,1,1,qam,0.5
